,Name,link,Description,Auther,Category,Dar Al Nashr
5008,كتاب مثلث في رودس,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ab%d9%84%d8%ab-%d9%81%d9%8a-%d8%b1%d9%88%d8%af%d8%b3-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب مثلث في رودس للم لفة غاثا كريستي كتاب مثلث في رودس بقلم جاثا كريستي هي رواية شرقت في سما كوكب الروايات وفص لت في مخيلة كريستي التي لولاها ما كنا لنستقي رواياتها العظيمة وربما كان لعملها كجاسوسة بوليسية ثرا جما علي كتاباتها فحبكة ال حداث وروعة السياق وتناسق الكلمات وبراعة ال سلوب لا يخرج لا ممن عاصر معظم كتاباته ونحن بصدد رواية تصيب قار ها بمشاعر ملي ة بالغموض فهيا نري ماذا يوجد بداخل الكتاب,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],مكتبة ببلوتيكا
5016,كتاب مجموعة قصص مختارة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ac%d9%85%d9%88%d8%b9%d8%a9-%d9%82%d8%b5%d8%b5-%d9%85%d8%ae%d8%aa%d8%a7%d8%b1%d8%a9-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب مجموعة قصص مختارة للم لفة غاثا كريستي كتاب مجموعة قصص مختارة بقلم جاثا كريستي هي رواية شرقت في سما كوكب الروايات وفص لت في مخيلة كريستي التي لولاها ما كنا لنستقي رواياتها العظيمة وربما كان لعملها كجاسوسة بوليسية ثرا جما علي كتاباتها فحبكة ال حداث وروعة السياق وتناسق الكلمات وبراعة ال سلوب لا يخرج لا ممن عاصر معظم كتاباته ونحن بصدد رواية تصيب قار ها بمشاعر ملي ة بالغموض فهيا بنا نقر كتاب مجموعة قصص مختارة,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],الأجيال للنشر والتوزيع
5153,كتاب محنة البريء,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d9%86%d8%a9-%d8%a7%d9%84%d8%a8%d8%b1%d9%8a%d8%a1-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب محنة البري للم لفة غاثا كريستي كان وقت الغسق عندما وصل لى الباخره وكان يمكنه الوصول قبل ذلك بكثير لكنه جله قدر المستطاع ترى ما سبب تسمية الكتاب بهذا الاسم كتاب محنة البري ومن هو البري وما الذي وضعه في تلك المحنة سنعرف ذلك كله من كتاب محنة البري,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],الأجيال للنشر والتوزيع
5154,كتاب مرآة الميت,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b1%d8%a2%d8%a9-%d8%a7%d9%84%d9%85%d9%8a%d8%aa-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب مر ة الميت للم لفة غاثا كريستي قام بتحريك قبضة الباب وتحرك لكن الباب لم يفتح وقرر بوار تحطيم الباب فساعده اثنان من الحضور وفتح الباب في النهاية وتوقف الجميع للنظر لى المكتبة فهيا بنا لنري ماذا يوجد داخل كتاب مر ة الميت,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],المكتبة الثقافية
5045,كتاب مسافر إلى فرانكفورت,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b3%d8%a7%d9%81%d8%b1-%d8%a5%d9%84%d9%89-%d9%81%d8%b1%d8%a7%d9%86%d9%83%d9%81%d9%88%d8%b1%d8%aa-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب مسافر لى فرانكفورت للم لفة غاثا كريستي كتاب مسافر لى فرانكفورت بقلم جاثا كريستي من فضل ما نشرته كريستي الكاتبة ذات الشهرة العالمية التي ذاع صيتها ب عمال التشويق والخوف ونتناول هنا رواية من جمل مايكون اشتملت علي كافة مقاييس الرقي فهي مثيرة للعقول والعواطف تسلبك شعورك تتغلغل الي داخلك تتحكم في نفسيتك ومزاجك تتميز بالسلاسة في سردها والوضوح في لهجتها ولغتها مما زاد من حبكة التشويق وال ثارة من المسافر و ين تقع فرانكفوت كل ذالك نعرفه داخل كتاب مسافر لى فرانكفورت,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],الأجيال للنشر والتوزيع
5163,كتاب مغامرة المقبرة الفرعونية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ba%d8%a7%d9%85%d8%b1%d8%a9-%d8%a7%d9%84%d9%85%d9%82%d8%a8%d8%b1%d8%a9-%d8%a7%d9%84%d9%81%d8%b1%d8%b9%d9%88%d9%86%d9%8a%d8%a9-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب مغامرة المقبرة الفرعونية للم لفة غاثا كريستي مغامرة المقبرة الفرعونية هي حدى الروايات الممتعة للكاتبة المميزة وهي قصة بوليسية وهي من كثر روايات كريستي ثارة للجدل في خاتمتها و ثر ذلك بشكل عظيم على كتابة الشرطة بعد ذلك فهيا بنا لنري ماذا يوجد داخل كتاب مغامرة المقبرة الفرعونية,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],غير معرف
5177,كتاب موت فوق النيل,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%88%d8%aa-%d9%81%d9%88%d9%82-%d8%a7%d9%84%d9%86%d9%8a%d9%84-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب موت فوق النيل للم لفة غاثا كريستي شابة غنية وجميلة تخون لنيت ردجواي فضل صديق لها جاكلين بلفور مع خطيبها سيموون دويل ثم سرعان ما يتزوجها قرر المتزوجون الجدد قضا شهر العسل ولكن ينما ذهبوا اتبعتهم المر ة المنكسرة القلب جاكلن بلفوور حتى وصلوا لى مصر حيث يعيشون في فندق يتواجد به المحقق هرقل بوارو الزوجان الجديدان ومطاردتهما جاكلين وعدد قليل من الركاب ال خرين يستقلون باخرة للقيام برحلة في النيل ولكن في حد ال يام تم العثور على لنيت مقتول ة تشير جميع ال صابع نحو جاكلن التي كانت تضمر لها ضغينة كبيرة لكن عقل بوارو غير مقتنع بهذا ويقرر التحقيق في الواقعة لاكتشاف سرها فهيا بنا لنري ماذا يوجد داخل كتاب موت فوق النيل,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],الأجيال للنشر والتوزيع
5118,كتاب موت وسط الغيوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%88%d8%aa-%d9%88%d8%b3%d8%b7-%d8%a7%d9%84%d8%ba%d9%8a%d9%88%d9%85-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب موت وسط الغيوم للم لفه غاثا كريستي كتاب موت وسط الغيوم بقلم جاثا كريستي من فضل ما نشرته كريستي الكاتبة ذات الشهرة العالمية التي ذاع صيتها ب عمال التشويق والخوف ونتناول هنا رواية من جمل مايكون اشتملت علي كافة مقاييس الرقي فهي مثيرة للعقول والعواطف تسلبك شعورك تتغلغل الي داخلك تتحكم في نفسيتك ومزاجك تتميز بالسلاسة في سردها والوضوح في لهجتها ولغتها مما زاد من حبكة التشويق وال ثارة فمن اللذي مات ولماذا وسط الغيوم تحديدا كل ذالك نجده مكتوبا في كتاب موت وسط الغيوم,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],الأجيال للنشر والتوزيع
5072,كتاب موعد في بغداد,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%88%d8%b9%d8%af-%d9%81%d9%8a-%d8%a8%d8%ba%d8%af%d8%a7%d8%af-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب موعد في بغداد للم لفة غاثا كريستي كتاب موعد في بغداد بقلم جاثا كريستي هي رواية شرقت في سما كوكب الروايات وفص لت في مخيلة كريستي التي لولاها ما كنا لنستقي رواياتها العظيمة وربما كان لعملها كجاسوسة بوليسية ثرا جما علي كتاباتها فحبكة ال حداث وروعة السياق وتناسق الكلمات وبراعة ال سلوب لا يخرج لا ممن عاصر معظم كتاباته ونحن بصدد رواية تصيب قار ها بمشاعر ملي ة بالغموض فهيا نري كتاب موعد في بغداد,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],المكتبة الثقافية
5157,كتاب نسيج العنكبوت,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%86%d8%b3%d9%8a%d8%ac-%d8%a7%d9%84%d8%b9%d9%86%d9%83%d8%a8%d9%88%d8%aa-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب نسيج العنكبوت للم لفة غاثا كريستي واقتبس منه لقد قلت بالفعل نه لا حد منا يمكن ن يقتل وليفر لكن الحقيقة ت كد ن القاتل منا وذاك القاتل هو نت كنت وحدك في ملعب الجولف وكنت قادر ا على الرجوع لى المنزل ودخلت ساحة الاستقبال عبر الحديقة التي تركتها عمدا مفتوحة كانت عصا الجولف في يدك وشاهدت ببا وعبرت عنها عندما قالت عصا الجولف مثل مضرب جريمي نها راقبتك يا جريمي فهيا بنا لنري ماذا يوجد داخل كتاب نسيج العنكبوت,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],مكتبة النافذة
5003,كتاب وجه من الماضي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%88%d8%ac%d9%87-%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%a7%d8%b6%d9%8a-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب وجه من الماضي للم لفة غاثا كريستي كتاب وجه من الماضي بقلم جاثا كريستي من فضل ما نشرته كريستي الكاتبة ذات الشهرة العالمية التي ذاع صيتها ب عمال التشويق والخوف ونتناول هنا رواية من جمل مايكون اشتملت علي كافة مقاييس الرقي فهي مثيرة للعقول والعواطف تسلبك شعورك تتغلغل الي داخلك تتحكم في نفسيتك ومزاجك تتميز بالسلاسة في سردها والوضوح في لهجتها ولغتها مما زاد من حبكة التشويق وال ثارة فهيا بنا نقر كتاب وجه من الماضي,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],دار ميوزك للصحافة والطباعة والنشر
5013,كتاب وصلوا إلى بغداد,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%88%d8%b5%d9%84%d9%88%d8%a7-%d8%a5%d9%84%d9%89-%d8%a8%d8%ba%d8%af%d8%a7%d8%af-pdf/?view=read, من شهر كتب الروايات البوليسية كتاب وصلوا لى بغداد للم لفة غاثا كريستي كتاب وصلوا لى بغداد بقلم جاثا كريستي من فضل ما نشرته كريستي الكاتبة ذات الشهرة العالمية التي ذاع صيتها ب عمال التشويق والخوف ونتناول هنا رواية من جمل مايكون اشتملت علي كافة مقاييس الرقي فهي مثيرة للعقول والعواطف تسلبك شعورك تتغلغل الي داخلك تتحكم في نفسيتك ومزاجك تتميز بالسلاسة في سردها والوضوح في لهجتها ولغتها مما زاد من حبكة التشويق وال ثارة فمن الذين وصلو لبغداد كل ذالك نعرفه داخل كتاب وصلوا لى بغداد,الكاتبة اجاثا كريستي,['الأدب العالمي المترجم'],غير معرف
